"","Category","Response","Participant","Trial","List","RT","Inv_RT","Invk_RT","zscore_per_pt","SM_term","ProdFreq","LgSUBTLWF","Sensorimotor","Linguistic","PLD","NSyll","Category.RT","Category.RT.secs"
"999","medical specialty","brain surgeon",65,34,1,8.989,0.11124708,111.2470798,3.40583,"brain surgeon",3,NA,NA,0.232949836,2.95,3,1356.09,0.596
"1000","medical specialty","doctor",50,10,1,3.472,0.288018433,288.0184332,-0.2709,"doctor",6,4.13,0.028162851,0.250392193,1.9,2,1356.09,0.596
"1001","medical specialty","neurology",17,1,1,5.07,0.197238659,197.2386588,0.39501,"neurology",2,1.38,0.112398743,0.58649232,3.05,4,1356.09,0.596
"1002","metal","copper",52,8,3,2.626,0.380807312,380.8073115,-0.62766,"copper",11,2.53,0.021732634,0.26805977,1.4,2,585.36,1.2303
"1003","metal","iron",37,35,3,3.828,0.26123302,261.2330199,-0.12812,"iron",16,2.96,0.014008504,0.263369651,1.85,1,585.36,1.2303
"1004","metal","iron",55,4,3,2.397,0.417188152,417.1881519,-0.42763,"iron",16,2.96,0.014008504,0.263369651,1.85,1,585.36,1.2303
"1005","metal","nickel",25,21,3,6.141,0.162839928,162.8399284,2.15972,"nickel",2,2.64,0.037157501,0.485145026,1.6,2,585.36,1.2303
"1006","metal","aluminium",28,5,3,3.672,0.272331155,272.3311547,0.40277,"aluminum",13,1.11,0.033078582,0.376559012,5.15,4,585.36,1.2303
"1007","metal","copper",22,23,3,1.724,0.580046404,580.0464037,-0.37877,"copper",11,2.53,0.021732634,0.26805977,1.4,2,585.36,1.2303
"1008","metal","steel",31,24,3,1.916,0.521920668,521.9206681,-0.51771,"steel",7,2.97,0.020964067,0.259714768,1.25,1,585.36,1.2303
"1009","metal","gold",43,35,3,5.629,0.177651448,177.6514479,0.44876,"gold",14,3.61,0.057097179,0.29906759,1,1,585.36,1.2303
"1010","metal","aluminium",19,11,3,5.301,0.188643652,188.6436521,0.77002,"aluminum",13,1.11,0.033078582,0.376559012,5.15,4,585.36,1.2303
"1011","metal","iron",46,36,3,9.24,0.108225108,108.2251082,1.67396,"iron",16,2.96,0.014008504,0.263369651,1.85,1,585.36,1.2303
"1012","metal","copper",70,10,3,2.887,0.346380326,346.3803256,-0.1127,"copper",11,2.53,0.021732634,0.26805977,1.4,2,585.36,1.2303
"1013","metal","gold",49,5,3,2.392,0.418060201,418.0602007,-0.27629,"gold",14,3.61,0.057097179,0.29906759,1,1,585.36,1.2303
"1014","metal","iron",58,1,3,3.687,0.271223217,271.2232167,1.19213,"iron",16,2.96,0.014008504,0.263369651,1.85,1,585.36,1.2303
"1015","metal","silver",40,1,3,3.371,0.296647879,296.647879,0.10779,"silver",15,3.21,0.052999097,0.291599779,1.9,2,585.36,1.2303
"1016","metal","iron",79,37,3,3.997,0.250187641,250.1876407,0.04793,"iron",16,2.96,0.014008504,0.263369651,1.85,1,585.36,1.2303
"1017","metal","steel",80,13,3,2.328,0.429553265,429.5532646,-0.10748,"steel",7,2.97,0.020964067,0.259714768,1.25,1,585.36,1.2303
"1018","metal","iron",67,24,3,3.169,0.315556958,315.556958,0.07292,"iron",16,2.96,0.014008504,0.263369651,1.85,1,585.36,1.2303
"1019","metal","iron",61,12,3,2.76,0.362318841,362.3188406,-0.27668,"iron",16,2.96,0.014008504,0.263369651,1.85,1,585.36,1.2303
"1020","metal","gold",76,3,3,2.066,0.484027106,484.0271055,-0.42843,"gold",14,3.61,0.057097179,0.29906759,1,1,585.36,1.2303
"1021","military title","sergeant",19,1,3,2.464,0.405844156,405.8441558,-0.39857,"sergeant",15,3.507,0.047962793,0.31001877,2.8,2,1373.45,0.596
"1022","military title","officer",22,29,3,2.5,0.4,400,0.30203,"officer",6,3.72,0.007391275,0.237311056,2.6,3,1373.45,0.596
"1023","military title","lieutenant",52,5,3,6.46,0.154798762,154.7987616,2.33164,"lieutenant",10,3.72,0.025927079,0.379829236,3.5,3,1373.45,0.596
"1024","military title","general",43,11,3,2.839,0.352236703,352.2367031,-0.60203,"general",7,3.77,0.054369991,0.201921488,2.6,2,1373.45,0.596
"1025","military title","sergeant",31,25,3,3.516,0.284414107,284.4141069,0.09113,"sergeant",15,3.507,0.047962793,0.31001877,2.8,2,1373.45,0.596
"1026","military title","lieutenant",67,5,3,2.716,0.368188513,368.1885125,-0.11687,"lieutenant",10,3.72,0.025927079,0.379829236,3.5,3,1373.45,0.596
"1027","military title","sergeant",37,14,3,6.582,0.151929505,151.9295047,0.91569,"sergeant",15,3.507,0.047962793,0.31001877,2.8,2,1373.45,0.596
"1028","military title","sergeant",79,23,3,4.308,0.232126277,232.1262767,0.16414,"sergeant",15,3.507,0.047962793,0.31001877,2.8,2,1373.45,0.596
"1029","military title","lieutenant",70,19,3,11.017,0.090768812,90.76881184,2.22249,"lieutenant",10,3.72,0.025927079,0.379829236,3.5,3,1373.45,0.596
"1030","military title","private",80,11,3,2.529,0.395413207,395.4132068,0.09403,"private",5,3.59,0.039377063,0.222608173,2.25,2,1373.45,0.596
"1031","military title","colonel",61,18,3,3.686,0.271296799,271.2967987,0.1814,"colonel",5,3.69,0.035888359,0.267199954,1.85,2,1373.45,0.596
"1032","military title","sergeant",76,11,3,3.282,0.304692261,304.6922608,0.89022,"sergeant",15,3.507,0.047962793,0.31001877,2.8,2,1373.45,0.596
"1033","military title","soldier",25,22,3,3.415,0.292825769,292.8257687,0.25093,"soldier",4,3.3,0.023289706,0.256005757,2.2,2,1373.45,0.596
"1034","military title","soldier",55,26,3,3.077,0.324991875,324.9918752,0.24798,"soldier",4,3.3,0.023289706,0.256005757,2.2,2,1373.45,0.596
"1035","military title","commander",58,9,3,2.138,0.467726848,467.7268475,-0.31901,"commander",6,3.28,0.045048137,0.309010523,2.4,3,1373.45,0.596
"1036","military title","corporal",46,8,3,4.811,0.207856994,207.8569944,0.36583,"corporal",2,2.9,0.016021357,0.399447738,3.55,3,1373.45,0.596
"1037","military title","general",28,39,3,3.524,0.283768445,283.7684449,0.30073,"general",7,3.77,0.054369991,0.201921488,2.6,2,1373.45,0.596
"1038","month","january",23,20,1,1.633,0.612369871,612.3698714,-0.93844,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1039","month","january",26,5,1,2.253,0.443852641,443.8526409,-0.61317,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1040","month","january",32,39,1,1.955,0.511508951,511.5089514,-0.58322,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1041","month","january",38,12,1,3.716,0.269106566,269.1065662,0.64596,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1042","month","january",62,7,1,2.236,0.447227191,447.2271914,-0.47801,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1043","month","january",68,14,1,3.354,0.298151461,298.1514609,-0.43964,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1044","month","january",20,22,1,1.987,0.503271263,503.2712632,-0.62879,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1045","month","january",35,37,1,1.558,0.641848524,641.8485237,-0.75819,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1046","month","january",74,9,1,1.666,0.600240096,600.240096,-0.79605,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1047","month","january",44,23,1,2.573,0.38865138,388.6513797,-0.62293,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1048","month","january",56,1,1,1.091,0.916590284,916.5902841,-0.97743,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1049","month","november",47,35,1,4.002,0.249875062,249.8750625,0.04736,"november",19,2.65,0.093894885,0.250825087,3.75,3,602.82,1.2303
"1050","month","january",65,8,1,2.37,0.421940928,421.9409283,-0.63313,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1051","month","january",77,27,1,1.894,0.527983105,527.9831045,-0.61948,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1052","month","january",17,18,1,1.764,0.566893424,566.893424,-0.8728,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1053","month","january",71,22,1,2.73,0.366300366,366.3003663,-0.13568,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1054","month","january",53,6,1,1.905,0.524934383,524.9343832,-0.66746,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1055","month","january",59,17,1,2.125,0.470588235,470.5882353,-0.78111,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1056","month","january",50,27,1,1.73,0.578034682,578.0346821,-0.98252,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1057","month","january",29,26,1,1.557,0.642260758,642.2607579,-0.84481,"january",20,2.53,0.083148419,0.233702701,4.45,4,602.82,1.2303
"1058","musical instrument","guitar",20,26,1,1.326,0.754147813,754.147813,-1.26886,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1059","musical instrument","guitar",44,14,1,2.488,0.40192926,401.9292605,-0.64307,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1060","musical instrument","clarinet",32,30,1,1.784,0.560538117,560.5381166,-0.7413,"clarinet",12,1.91,0.021864472,0.385793507,3.65,3,1372.62,1.1697
"1061","musical instrument","violin",65,28,1,2.383,0.41963911,419.6391104,-0.6252,"violin",19,2.39,0.074580376,0.281690582,2.3,2,1372.62,1.1697
"1062","musical instrument","flute",56,33,1,1.357,0.736919676,736.9196758,-0.78017,"flute",15,2.04,0.018554393,0.354360466,1.4,1,1372.62,1.1697
"1063","musical instrument","guitar",59,16,1,1.952,0.512295082,512.295082,-0.83449,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1064","musical instrument","cello",74,19,1,1.711,0.584453536,584.4535359,-0.75257,"cello",10,1.98,0.047270479,0.352404223,2,2,1372.62,1.1697
"1065","musical instrument","drums",71,30,1,1.85,0.540540541,540.5405405,-0.71951,"drums",15,2.57,0.063837212,0.300306682,1.8,1,1372.62,1.1697
"1066","musical instrument","guitar",29,17,1,1.972,0.507099391,507.0993915,-0.61421,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1067","musical instrument","trombone",26,30,1,2.09,0.4784689,478.4688995,-0.68784,"trombone",9,1.82,0.030309955,0.402906695,3.65,2,1372.62,1.1697
"1068","musical instrument","guitar",77,14,1,1.907,0.524383849,524.383849,-0.6122,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1069","musical instrument","trumpet",50,33,1,2.952,0.338753388,338.7533875,-0.48332,"trumpet",15,2.32,0.036692494,0.307635881,2.7,2,1372.62,1.1697
"1070","musical instrument","flute",68,26,1,3.559,0.280977803,280.9778028,-0.30541,"flute",15,2.04,0.018554393,0.354360466,1.4,1,1372.62,1.1697
"1071","musical instrument","piano",38,32,1,3.079,0.324780773,324.780773,0.26633,"piano",16,3.1,0.04964419,0.225912271,2.1,3,1372.62,1.1697
"1072","musical instrument","guitar",53,12,1,1.899,0.526592944,526.5929437,-0.67167,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1073","musical instrument","guitar",47,8,1,4.188,0.238777459,238.7774594,0.16404,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1074","musical instrument","guitar",62,27,1,1.834,0.54525627,545.2562704,-0.61388,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1075","musical instrument","trumpet",17,6,1,2.182,0.458295142,458.2951421,-0.7125,"trumpet",15,2.32,0.036692494,0.307635881,2.7,2,1372.62,1.1697
"1076","musical instrument","guitar",35,30,1,1.839,0.54377379,543.7737901,-0.6174,"guitar",18,2.9,0.053604424,0.241346588,2.65,2,1372.62,1.1697
"1077","musical instrument","trombone",23,10,1,2.626,0.380807312,380.8073115,0.51476,"trombone",9,1.82,0.030309955,0.402906695,3.65,2,1372.62,1.1697
"1078","natural landform","desert",71,8,1,7.943,0.125897016,125.8970162,3.3229,"desert",2,3.15,0.013963983,0.326037213,2.65,2,1868.64,1.80805
"1079","natural landform","lake",53,33,1,4.481,0.223164472,223.1644722,1.14169,"lake",4,3.26,0.052515207,0.310243968,1,1,1868.64,1.80805
"1080","natural landform","mountain",38,17,1,2.882,0.346981263,346.981263,0.14893,"mountain",11,3.26,0.048432769,0.292282098,2.55,2,1868.64,1.80805
"1081","natural landform","mountain",23,33,1,3.263,0.306466442,306.4664419,1.44697,"mountain",11,3.26,0.048432769,0.292282098,2.55,2,1868.64,1.80805
"1082","natural landform","mountain",20,1,1,2.871,0.348310693,348.3106931,0.22721,"mountain",11,3.26,0.048432769,0.292282098,2.55,2,1868.64,1.80805
"1083","natural landform","mountain",74,11,1,2.18,0.458715596,458.7155963,-0.29942,"mountain",11,3.26,0.048432769,0.292282098,2.55,2,1868.64,1.80805
"1084","natural landform","cliff",44,28,1,4.871,0.205296654,205.2966537,-0.07831,"cliff",6,3.04,0.056755347,0.324623481,1.65,1,1868.64,1.80805
"1085","natural landform","hill",65,11,1,6.064,0.164907652,164.9076517,1.62097,"hill",8,3.28,0.066446291,0.304869121,1,1,1868.64,1.80805
"1086","natural landform","hill",62,30,1,10.157,0.098454268,98.45426799,2.19922,"hill",8,3.28,0.066446291,0.304869121,1,1,1868.64,1.80805
"1087","natural landform","mountains",68,21,1,5.64,0.177304965,177.3049645,1.05718,"mountain",4,2.98,0.048432769,0.326671197,2.75,2,1868.64,1.80805
"1088","natural landform","mountains",35,23,1,3.087,0.323939099,323.9390994,0.00789,"mountain",4,2.98,0.048432769,0.326671197,2.75,2,1868.64,1.80805
"1089","natural landform","mountain",47,33,1,4.421,0.226193169,226.193169,0.31021,"mountain",11,3.26,0.048432769,0.292282098,2.55,2,1868.64,1.80805
"1090","natural landform","cliff",29,15,1,2.927,0.341646737,341.6467373,-0.08355,"cliff",6,3.04,0.056755347,0.324623481,1.65,1,1868.64,1.80805
"1091","natural landform","hill",17,19,1,3.324,0.300842359,300.8423586,-0.27456,"hill",8,3.28,0.066446291,0.304869121,1,1,1868.64,1.80805
"1092","natural landform","mountain",56,14,1,2.156,0.463821892,463.8218924,-0.18766,"mountain",11,3.26,0.048432769,0.292282098,2.55,2,1868.64,1.80805
"1093","natural landform","mountains",26,21,1,3.241,0.308546745,308.5467448,-0.16059,"mountain",4,2.98,0.048432769,0.326671197,2.75,2,1868.64,1.80805
"1094","natural landform","mountain",32,2,1,4.032,0.248015873,248.015873,1.33694,"mountain",11,3.26,0.048432769,0.292282098,2.55,2,1868.64,1.80805
"1095","negative emotion","anxiety",25,13,3,2.532,0.394944708,394.9447077,-0.36736,"anxiety",5,2.54,0.042137738,0.256794055,4.25,3,1347.68,1.12562
"1096","negative emotion","sadness",70,12,3,1.949,0.513083633,513.0836326,-0.38212,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1097","negative emotion","sadness",80,6,3,1.9,0.526315789,526.3157895,-0.53657,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1098","negative emotion","sadness",28,20,3,2.712,0.368731563,368.7315634,-0.25911,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1099","negative emotion","sad",55,12,3,3.339,0.299490866,299.4908655,0.50828,"sad",6,3.51,0.010112788,0.241774441,1,1,1347.68,1.12562
"1100","negative emotion","sad",46,30,3,1.725,0.579710145,579.7101449,-0.54565,"sad",6,3.51,0.010112788,0.241774441,1,1,1347.68,1.12562
"1101","negative emotion","sadness",19,2,3,2.396,0.41736227,417.3622705,-0.42658,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1102","negative emotion","sadness",61,21,3,2.619,0.381825124,381.8251241,-0.34643,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1103","negative emotion","sadness",58,37,3,1.53,0.653594771,653.5947712,-0.91215,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1104","negative emotion","sad",43,33,3,2.347,0.426075841,426.0758415,-0.78733,"sad",6,3.51,0.010112788,0.241774441,1,1,1347.68,1.12562
"1105","negative emotion","sadness",31,13,3,1.923,0.520020801,520.0208008,-0.51505,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1106","negative emotion","sadness",49,29,3,3.716,0.269106566,269.1065662,0.30638,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1107","negative emotion","sadness",79,19,3,4.107,0.24348673,243.48673,0.08903,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1108","negative emotion","sadness",64,13,3,3.489,0.286615076,286.615076,0.20087,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1109","negative emotion","sad",22,26,3,1.398,0.715307582,715.3075823,-0.66478,"sad",6,3.51,0.010112788,0.241774441,1,1,1347.68,1.12562
"1110","negative emotion","sad",37,1,3,1.675,0.597014925,597.0149254,-0.94414,"sad",6,3.51,0.010112788,0.241774441,1,1,1347.68,1.12562
"1111","negative emotion","sadness",52,36,3,3.714,0.269251481,269.2514809,0.21212,"sadness",14,2.39,0.0539372,0.282175275,1.9,2,1347.68,1.12562
"1112","negative emotion","sad",40,9,3,1.56,0.641025641,641.025641,-0.75658,"sad",6,3.51,0.010112788,0.241774441,1,1,1347.68,1.12562
"1113","negative emotion","anger",67,11,3,4.423,0.226090889,226.0908885,0.59832,"anger",11,3,0.02888556,0.234600268,1.8,2,1347.68,1.12562
"1114","negative personal quality","selfishness",59,29,1,11.577,0.086378164,86.3781636,2.13486,"selfishness",3,1.61,0.071589258,0.557049095,3.7,3,2040.58,0.596
"1115","negative personal quality","selfish",23,2,1,2.758,0.362581581,362.5815809,0.70793,"selfish",4,2.91,0.067615365,0.341329439,2.55,2,2040.58,0.596
"1116","negative personal quality","angry",65,13,1,4.163,0.240211386,240.211386,0.46097,"angry",5,3.48,0.073035576,0.224034653,2.45,2,2040.58,0.596
"1117","negative personal quality","jealousy",77,33,1,7.766,0.128766418,128.7664177,2.67056,"jealousy",2,2.47,0.13817457,0.42519216,2.55,3,2040.58,0.596
"1118","negative personal quality","narcissistic",20,9,1,3.682,0.271591526,271.5915263,1.01253,"narcissistic",2,1.52,0.114325292,0.629806816,NA,4,2040.58,0.596
"1119","negative personal quality","anger",56,6,1,2.001,0.499750125,499.7501249,-0.3026,"anger",2,3,0.095913585,0.254158632,1.8,2,2040.58,0.596
"1120","negative personal quality","moody",53,3,1,4.596,0.217580505,217.5805048,1.22245,"moody",2,2.06,0.086910472,0.380144599,1.6,2,2040.58,0.596
"1121","negative personal quality","rude",35,12,1,8.084,0.123701138,123.7011381,2.51153,"rude",2,3.05,0.125384815,0.281413999,1,1,2040.58,0.596
"1122","negative personal quality","lying",50,7,1,3.645,0.274348422,274.3484225,-0.20022,"lying",2,3.65,0.1275885,0.239446981,1.25,2,2040.58,0.596
"1123","negative personal quality","pessimistic",44,34,1,11.134,0.089814981,89.81498114,1.40602,"pessimistic",3,1.49,0.127450273,0.420028699,4.2,4,2040.58,0.596
"1124","negative personal quality","narcissistic",74,22,1,2.617,0.382116928,382.1169278,0.12281,"narcissistic",2,1.52,0.114325292,0.629806816,NA,4,2040.58,0.596
"1125","negative personal quality","jealousy",68,4,1,7.555,0.132362674,132.3626737,2.31108,"jealousy",2,2.47,0.13817457,0.42519216,2.55,3,2040.58,0.596
"1126","negative personal quality","annoying",29,28,1,8.315,0.120264582,120.2645821,2.91037,"annoying",3,2.75,0.075423954,0.287859936,2.55,3,2040.58,0.596
"1127","negative personal quality","selfishness",17,7,1,13.773,0.072605823,72.60582299,3.73251,"selfishness",3,1.61,0.071589258,0.557049095,3.7,3,2040.58,0.596
"1128","non-violent crime","robbery",77,20,1,4.633,0.215842866,215.8428664,0.91516,"robbery",3,3.07,0.044310651,0.340871921,2.15,3,1504.2,1.12562
"1129","non-violent crime","robbery",35,27,1,2.813,0.355492357,355.4923569,-0.12939,"robbery",3,3.07,0.044310651,0.340871921,2.15,3,1504.2,1.12562
"1130","non-violent crime","theft",17,30,1,4.54,0.220264317,220.2643172,0.19176,"theft",10,2.54,0.063237328,0.294436306,1.9,1,1504.2,1.12562
"1131","non-violent crime","verbal abuse",44,25,1,4.813,0.207770621,207.7706212,-0.09205,"verbal abuse",3,NA,NA,0.2256363,3.8,4,1504.2,1.12562
"1132","non-violent crime","theft",62,19,1,2.994,0.334001336,334.001336,-0.22181,"theft",10,2.54,0.063237328,0.294436306,1.9,1,1504.2,1.12562
"1133","non-violent crime","shoplifting",38,9,1,3.477,0.287604257,287.6042565,0.50352,"shoplifting",4,1.9,0.105378177,0.409987139,NA,3,1504.2,1.12562
"1134","non-violent crime","fraud",65,12,1,5.217,0.191681043,191.6810427,1.10413,"fraud",12,2.71,0.053437305,0.269929775,1.6,1,1504.2,1.12562
"1135","non-violent crime","shoplifting",26,34,1,2.882,0.346981263,346.981263,-0.32504,"shoplifting",4,1.9,0.105378177,0.409987139,NA,3,1504.2,1.12562
"1136","non-violent crime","arson",23,22,1,2.119,0.471920717,471.9207173,-0.22721,"arson",2,2.19,0.098687349,0.450026453,1.9,2,1504.2,1.12562
"1137","non-violent crime","theft",59,39,1,8.229,0.121521449,121.5214485,1.10199,"theft",10,2.54,0.063237328,0.294436306,1.9,1,1504.2,1.12562
"1138","non-violent crime","fraud",32,4,1,5.133,0.194817845,194.8178453,2.3548,"fraud",12,2.71,0.053437305,0.269929775,1.6,1,1504.2,1.12562
"1139","non-violent crime","theft",53,29,1,2.905,0.344234079,344.2340792,0.03485,"theft",10,2.54,0.063237328,0.294436306,1.9,1,1504.2,1.12562
"1140","non-violent crime","fraud",71,20,1,4.194,0.238435861,238.4358608,0.83562,"fraud",12,2.71,0.053437305,0.269929775,1.6,1,1504.2,1.12562
"1141","non-violent crime","speeding",74,17,1,3.813,0.262260687,262.2606871,1.27838,"speeding",4,2.41,0.051300026,0.385107206,1.8,2,1504.2,1.12562
"1142","non-violent crime","fraud",68,25,1,4.614,0.216731686,216.7316862,0.38538,"fraud",12,2.71,0.053437305,0.269929775,1.6,1,1504.2,1.12562
"1143","nut","peanut",28,18,3,2.388,0.418760469,418.760469,-0.4825,"peanut",11,2.8,0.029353045,0.335225738,2.75,2,645.91,1.2303
"1144","nut","almonds",67,34,3,1.271,0.786782061,786.7820614,-0.72229,"almond",6,1.85,0.006897605,0.38970749,2.75,2,645.91,1.2303
"1145","nut","almonds",40,13,3,2.658,0.376222724,376.2227239,-0.23251,"almond",6,1.85,0.006897605,0.38970749,2.75,2,645.91,1.2303
"1146","nut","almond",61,5,3,2.609,0.383288616,383.2886163,-0.35138,"almond",5,1.76,0.006897605,0.391120536,2,2,645.91,1.2303
"1147","nut","peanut",52,4,3,1.741,0.574382539,574.3825388,-1.31076,"peanut",11,2.8,0.029353045,0.335225738,2.75,2,645.91,1.2303
"1148","nut","macadamia",80,5,3,1.923,0.520020801,520.0208008,-0.51351,"macadamia",4,NA,0.028070692,0.544560116,NA,NA,645.91,1.2303
"1149","nut","peanut",31,8,3,2.323,0.43047783,430.4778304,-0.36284,"peanut",11,2.8,0.029353045,0.335225738,2.75,2,645.91,1.2303
"1150","nut","cashew",22,32,3,1.672,0.598086124,598.0861244,-0.42439,"cashew",8,1.08,0.013830578,0.459202698,1.75,2,645.91,1.2303
"1151","nut","brazil",76,8,3,1.966,0.508646999,508.646999,-0.53687,"brazil",7,2.43,0.264991191,0.378684471,2.9,2,645.91,1.2303
"1152","nut","peanut",79,38,3,5.41,0.184842884,184.8428835,0.5759,"peanut",11,2.8,0.029353045,0.335225738,2.75,2,645.91,1.2303
"1153","nut","peanut",43,10,3,2.216,0.451263538,451.2635379,-0.83667,"peanut",11,2.8,0.029353045,0.335225738,2.75,2,645.91,1.2303
"1154","nut","hazelnut",37,12,3,2.866,0.348918353,348.9183531,-0.49273,"hazelnut",4,NA,0.04669287,0.417175315,NA,NA,645.91,1.2303
"1155","nut","peanut",49,2,3,1.459,0.68540096,685.4009596,-0.68688,"peanut",11,2.8,0.029353045,0.335225738,2.75,2,645.91,1.2303
"1156","nut","peanut",46,6,3,1.756,0.569476082,569.476082,-0.53649,"peanut",11,2.8,0.029353045,0.335225738,2.75,2,645.91,1.2303
"1157","nut","hazelnuts",70,33,3,1.487,0.672494956,672.4949563,-0.51482,"hazelnut",2,0.48,0.04669287,0.426779737,5.4,3,645.91,1.2303
"1158","nut","walnut",55,10,3,2.36,0.423728814,423.7288136,-0.46439,"walnut",7,2,0.009740363,0.377290907,3.55,2,645.91,1.2303
"1159","nut","cashews",64,39,3,1.788,0.559284116,559.2841163,-1.13645,"cashew",4,1.34,0.013830578,0.572852569,1.95,2,645.91,1.2303
"1160","nut","peanut",19,15,3,1.961,0.509943906,509.9439062,-0.60576,"peanut",11,2.8,0.029353045,0.335225738,2.75,2,645.91,1.2303
"1161","nut","brazil",58,35,3,1.253,0.798084597,798.084597,-1.18238,"brazil",7,2.43,0.264991191,0.378684471,2.9,2,645.91,1.2303
"1162","part of a boat","starboard",19,34,3,9.459,0.105719421,105.7194207,2.48275,"starboard",2,2.52,0.032729528,0.608085574,3.65,2,2624.06,1.80805
"1163","part of a boat","propeller",67,12,3,2.303,0.43421624,434.2162397,-0.28991,"propeller",4,1.9,0.040411145,0.537265935,2.8,3,2624.06,1.80805
"1164","part of a boat","rudder",52,7,3,2.326,0.429922614,429.9226139,-0.85922,"rudder",4,2.3,0.016112979,0.587878993,1.15,2,2624.06,1.80805
"1165","part of a boat","hull",61,25,3,2.078,0.481231954,481.2319538,-0.61406,"hull",5,2.33,0.049198863,0.3087352,1,1,2624.06,1.80805
"1166","part of a boat","stern",79,33,3,3.452,0.289687138,289.6871379,-0.15571,"stern",6,2.52,0.211938263,0.460721219,1.7,1,2624.06,1.80805
"1167","part of a boat","deck",49,30,3,2.847,0.351246927,351.2469266,-0.07605,"deck",7,3.084,0.095873413,0.355945026,1,1,2624.06,1.80805
"1168","part of a boat","oar",58,31,3,4.107,0.24348673,243.48673,1.60186,"oar",2,1.63,0.056934729,0.596397388,1,1,2624.06,1.80805
"1169","part of a boat","cabin",55,23,3,5.89,0.169779287,169.7792869,3.04279,"cabin",2,3,0.058052358,0.391400087,1.95,2,2624.06,1.80805
"1170","part of a boat","sail",22,4,3,1.879,0.532197978,532.1979776,-0.24279,"sail",8,2.85,0.021906334,0.342865459,1,1,2624.06,1.80805
"1171","part of a boat","deck",31,3,3,3.411,0.293169159,293.1691586,0.05118,"deck",7,3.084,0.095873413,0.355945026,1,1,2624.06,1.80805
"1172","part of a boat","stern",76,1,3,2.725,0.366972477,366.9724771,0.2862,"stern",6,2.52,0.211938263,0.460721219,1.7,1,2624.06,1.80805
"1173","part of a boat","hull",25,16,3,3.684,0.271444083,271.4440825,0.43929,"hull",5,2.33,0.049198863,0.3087352,1,1,2624.06,1.80805
"1174","part of a boat","bow",80,14,3,1.682,0.594530321,594.530321,-0.75512,"bow",4,3.01,0.056403414,0.352532908,1,1,2624.06,1.80805
"1175","part of a boat","sails",70,1,3,1.857,0.538502962,538.5029618,-0.40855,"sail",3,2.22,0.021906334,0.478288441,1,1,2624.06,1.80805
"1176","part of a boat","deck",46,27,3,2.644,0.378214826,378.214826,-0.27421,"deck",7,3.084,0.095873413,0.355945026,1,1,2624.06,1.80805
"1177","part of a building","roof",60,20,2,5.503,0.181719062,181.7190623,0.43173,"roof",12,3.26,0.057331438,0.265513873,1.05,1,2708.25,1.80805
