"","Category","Response","Participant","Trial","List","RT","Inv_RT","Invk_RT","zscore_per_pt","SM_term","ProdFreq","LgSUBTLWF","Sensorimotor","Linguistic","PLD","NSyll","Category.RT","Category.RT.secs"
"1786","tree","willow",57,12,2,2.212,0.452079566,452.079566,-0.62311,"willow",5,2.5,0.075558317,0.397072929,1.35,2,586.7,0.61988
"1787","tree","pine tree",69,37,2,3.029,0.330141961,330.141961,-0.11262,"pine tree",4,3.559612088,0.065183198,0.034852473,2.25,2,586.7,0.61988
"1788","tree","ash",42,5,2,2.057,0.486144871,486.1448712,-0.29596,"ash",4,2.67,0.027277827,0.332308827,1,1,586.7,0.61988
"1789","tree","pine tree",75,32,2,1.597,0.626174076,626.1740764,-0.40088,"pine tree",4,3.559612088,0.065183198,0.034852473,2.25,2,586.7,0.61988
"1790","tree","maple",78,35,2,2.291,0.436490615,436.4906155,-0.87322,"maple",3,2.22,0.259079067,0.52869606,1.9,2,586.7,0.61988
"1791","tree","sycamore",60,21,2,4.333,0.230786984,230.7869836,-0.00972,"sycamore",5,1.69,0.022885119,0.55566543,3.45,3,586.7,0.61988
"1792","tree","evergreen",24,1,2,2.249,0.444642063,444.6420631,-0.89949,"evergreen",2,1.04,0.066402578,0.536377939,4.25,3,586.7,0.61988
"1793","tree","maple",54,14,2,6.374,0.156887355,156.8873549,0.54436,"maple",3,2.22,0.259079067,0.52869606,1.9,2,586.7,0.61988
"1794","tree","oak",39,8,2,2.62,0.381679389,381.6793893,-0.24485,"oak",11,2.46,0.026831046,0.342837854,1,1,586.7,0.61988
"1795","tree","oak",18,27,2,2.184,0.457875458,457.8754579,-0.76005,"oak",11,2.46,0.026831046,0.342837854,1,1,586.7,0.61988
"1796","tree","willow tree",51,8,2,1.419,0.704721635,704.721635,-0.86545,"willow tree",2,3.559612088,0.014985779,0.025882324,2.6,3,586.7,0.61988
"1797","tree","oak tree",27,28,2,5.451,0.183452578,183.4525775,0.25002,"oak tree",6,3.556268041,0.021671888,0.043205656,2.25,2,586.7,0.61988
"1798","tree","oak tree",30,34,2,2.403,0.416146484,416.1464836,-0.32049,"oak tree",6,3.556268041,0.021671888,0.043205656,2.25,2,586.7,0.61988
"1799","tree","oak",72,2,2,3.601,0.277700639,277.7006387,0.0255,"oak",11,2.46,0.026831046,0.342837854,1,1,586.7,0.61988
"1800","tree","pear",21,36,2,1.895,0.527704485,527.7044855,-1.15902,"pear",4,1.84,0.317233731,0.453919863,1,1,586.7,0.61988
"1801","tree","oak",48,37,2,1.612,0.620347395,620.3473945,-0.86116,"oak",11,2.46,0.026831046,0.342837854,1,1,586.7,0.61988
"1802","two-dimensional shape","square",67,4,3,7.014,0.142571999,142.5719989,1.68389,"square",21,3.21,0.014558298,0.271609265,1.8,1,1958.6,0.596
"1803","two-dimensional shape","square",58,11,3,3.825,0.261437908,261.4379085,1.32676,"square",21,3.21,0.014558298,0.271609265,1.8,1,1958.6,0.596
"1804","two-dimensional shape","circle",43,5,3,3.925,0.25477707,254.7770701,-0.19301,"circle",18,3.04,0.030921366,0.268691714,1.85,2,1958.6,0.596
"1805","two-dimensional shape","circle",55,11,3,4.342,0.230308614,230.3086135,1.5048,"circle",18,3.04,0.030921366,0.268691714,1.85,2,1958.6,0.596
"1806","two-dimensional shape","circle",76,31,3,1.802,0.554938957,554.9389567,-0.71471,"circle",18,3.04,0.030921366,0.268691714,1.85,2,1958.6,0.596
"1807","two-dimensional shape","triangle",25,17,3,2.074,0.482160077,482.1600771,-0.68806,"triangle",19,2.34,0.057791977,0.345533657,3.45,3,1958.6,0.596
"1808","two-dimensional shape","triangle",70,32,3,2.559,0.390777648,390.7776475,-0.20691,"triangle",19,2.34,0.057791977,0.345533657,3.45,3,1958.6,0.596
"1809","two-dimensional shape","square",28,10,3,2.712,0.368731563,368.7315634,-0.25911,"square",21,3.21,0.014558298,0.271609265,1.8,1,1958.6,0.596
"1810","two-dimensional shape","square",46,3,3,3.401,0.294031167,294.0311673,-0.05063,"square",21,3.21,0.014558298,0.271609265,1.8,1,1958.6,0.596
"1811","two-dimensional shape","triangle",79,29,3,4.512,0.221631206,221.6312057,0.24036,"triangle",19,2.34,0.057791977,0.345533657,3.45,3,1958.6,0.596
"1812","two-dimensional shape","square",40,14,3,5.2,0.192307692,192.3076923,0.98076,"square",21,3.21,0.014558298,0.271609265,1.8,1,1958.6,0.596
"1813","two-dimensional shape","circle",49,26,3,3.195,0.312989045,312.9890454,0.07709,"circle",18,3.04,0.030921366,0.268691714,1.85,2,1958.6,0.596
"1814","two-dimensional shape","square",61,37,3,3.32,0.301204819,301.2048193,0.00034,"square",21,3.21,0.014558298,0.271609265,1.8,1,1958.6,0.596
"1815","two-dimensional shape","square",37,23,3,4.504,0.222024867,222.0248668,0.1281,"square",21,3.21,0.014558298,0.271609265,1.8,1,1958.6,0.596
"1816","two-dimensional shape","circle",22,25,3,2.248,0.444839858,444.8398577,0.08094,"circle",18,3.04,0.030921366,0.268691714,1.85,2,1958.6,0.596
"1817","two-dimensional shape","triangle",19,31,3,2.455,0.407331976,407.3319756,-0.40228,"triangle",19,2.34,0.057791977,0.345533657,3.45,3,1958.6,0.596
"1818","two-dimensional shape","triangle",80,37,3,4.405,0.227014756,227.014756,1.97481,"triangle",19,2.34,0.057791977,0.345533657,3.45,3,1958.6,0.596
"1819","two-dimensional shape","square",52,13,3,2.604,0.384024578,384.0245776,-0.64464,"square",21,3.21,0.014558298,0.271609265,1.8,1,1958.6,0.596
"1820","two-dimensional shape","triangle",31,6,3,2.248,0.444839858,444.8398577,-0.39138,"triangle",19,2.34,0.057791977,0.345533657,3.45,3,1958.6,0.596
"1821","two-wheeled vehicle","bike",28,27,3,2.391,0.418235048,418.2350481,-0.48043,"bike",3,3.12,0.05351609,0.253900444,1,1,1900.81,1.80805
"1822","two-wheeled vehicle","bicycle",76,24,3,1.862,0.537056928,537.056928,-0.64965,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1823","two-wheeled vehicle","bike",46,5,3,2.92,0.342465753,342.4657534,-0.19269,"bike",3,3.12,0.05351609,0.253900444,1,1,1900.81,1.80805
"1824","two-wheeled vehicle","motorbike",52,37,3,2.334,0.428449015,428.4490146,-0.85305,"motorbike",10,1.59,0.044118348,0.336436421,3.95,3,1900.81,1.80805
"1825","two-wheeled vehicle","bike",55,38,3,2.481,0.403063281,403.0632809,-0.34417,"bike",3,3.12,0.05351609,0.253900444,1,1,1900.81,1.80805
"1826","two-wheeled vehicle","bicycle",61,17,3,2.285,0.437636761,437.6367615,-0.51166,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1827","two-wheeled vehicle","bicycle",22,16,3,1.908,0.524109015,524.1090147,-0.21735,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1828","two-wheeled vehicle","bicycle",70,13,3,3.28,0.304878049,304.8780488,0.00018,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1829","two-wheeled vehicle","bicycle",40,23,3,1.637,0.610873549,610.8735492,-0.71983,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1830","two-wheeled vehicle","motorcycle",80,9,3,1.921,0.520562207,520.5622072,-0.51551,"motorcycle",3,2.66,0.046252193,0.362451082,5.55,4,1900.81,1.80805
"1831","two-wheeled vehicle","bicycle",25,38,3,1.784,0.560538117,560.5381166,-0.89112,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1832","two-wheeled vehicle","bicycle",31,35,3,3.152,0.317258883,317.2588832,-0.04738,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1833","two-wheeled vehicle","bicycle",37,27,3,3.287,0.30422878,304.22878,-0.33316,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1834","two-wheeled vehicle","bicycle",58,2,3,2.378,0.420521447,420.5214466,-0.08487,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1835","two-wheeled vehicle","bicycle",43,34,3,3.841,0.260348867,260.3488675,-0.22465,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1836","two-wheeled vehicle","bicycle",79,6,3,2.69,0.371747212,371.7472119,-0.44043,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1837","two-wheeled vehicle","bicycle",19,4,3,2.353,0.424989375,424.9893753,-0.44429,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1838","two-wheeled vehicle","bicycle",49,17,3,1.344,0.744047619,744.047619,-0.73749,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1839","two-wheeled vehicle","bicycle",67,17,3,3.338,0.299580587,299.5805872,0.14373,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1840","two-wheeled vehicle","bicycle",64,12,3,4.505,0.221975583,221.9755827,0.99965,"bicycle",16,2.53,0.071686316,0.327624484,2.65,3,1900.81,1.80805
"1841","type of word","adjective",23,30,1,1.961,0.509943906,509.9439062,-0.45843,"adjective",16,1.42,0.069532861,0.59434605,3.7,3,1804.43,1.80805
"1842","type of word","adjective",47,28,1,4.309,0.232072407,232.0724066,0.23995,"adjective",16,1.42,0.069532861,0.59434605,3.7,3,1804.43,1.80805
"1843","type of word","noun",29,7,1,2.75,0.363636364,363.6363636,-0.1819,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1844","type of word","noun",71,7,1,2.893,0.345661943,345.6619426,-0.02753,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1845","type of word","noun",26,37,1,2.342,0.426985482,426.9854825,-0.5724,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1846","type of word","noun",65,18,1,2.315,0.431965443,431.9654428,-0.66669,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1847","type of word","noun",32,22,1,1.932,0.517598344,517.5983437,-0.60448,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1848","type of word","noun",59,19,1,3.25,0.307692308,307.6923077,-0.43405,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1849","type of word","noun",38,35,1,1.54,0.649350649,649.3506494,-0.65085,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1850","type of word","noun",20,28,1,2.06,0.485436893,485.4368932,-0.55811,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1851","type of word","noun",77,8,1,1.727,0.579038796,579.0387956,-0.71305,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1852","type of word","noun",68,3,1,2.959,0.337952011,337.9520108,-0.69828,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1853","type of word","noun",74,28,1,1.845,0.54200542,542.0054201,-0.6231,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1854","type of word","noun",17,25,1,2.45,0.408163265,408.1632653,-0.60973,"noun",16,1.45,0.052278848,0.620245085,1.7,1,1804.43,1.80805
"1855","unit of length","centimetre",27,18,2,2.155,0.464037123,464.037123,-0.6632,"centimeter",12,0.85,0.021424625,0.434130147,NA,4,1899.92,1.80805
"1856","unit of length","centimetre",48,35,2,1.951,0.512557663,512.5576627,-0.51113,"centimeter",12,0.85,0.021424625,0.434130147,NA,4,1899.92,1.80805
"1857","unit of length","centimetre",42,9,2,2.877,0.347584289,347.5842892,0.5111,"centimeter",12,0.85,0.021424625,0.434130147,NA,4,1899.92,1.80805
"1858","unit of length","millimetre",60,8,2,2.813,0.355492357,355.4923569,-0.58324,"millimeter",11,1.11,0.037919683,0.429993496,NA,4,1899.92,1.80805
"1859","unit of length","metre",39,31,2,2.426,0.412201154,412.2011542,-0.32254,"meter",12,1.18,0.024127983,0.294043233,NA,2,1899.92,1.80805
"1860","unit of length","metres",57,32,2,3.342,0.299222023,299.2220227,0.17327,"meter",7,1.84,0.024127983,0.260058577,NA,2,1899.92,1.80805
"1861","unit of length","millimetres",72,39,2,1.365,0.732600733,732.6007326,-0.78744,"millimeter",5,NA,0.037919683,0.426580232,NA,4,1899.92,1.80805
"1862","unit of length","millimetre",69,33,2,3.114,0.321130379,321.1303789,-0.07404,"millimeter",11,1.11,0.037919683,0.429993496,NA,4,1899.92,1.80805
"1863","unit of length","kilometres",45,18,2,3.831,0.261028452,261.0284521,-0.25308,"kilometer",6,1.36,0.114522609,0.310667846,NA,4,1899.92,1.80805
"1864","unit of length","mile",36,1,2,3.114,0.321130379,321.1303789,0.07964,"mile",8,3.03,0.125023186,0.241052547,1,1,1899.92,1.80805
"1865","unit of length","metres",21,32,2,3.056,0.327225131,327.2251309,-0.47653,"meter",7,1.84,0.024127983,0.260058577,NA,2,1899.92,1.80805
"1866","unit of length","millimetre",24,32,2,3.686,0.271296799,271.2967987,-0.48241,"millimeter",11,1.11,0.037919683,0.429993496,NA,4,1899.92,1.80805
"1867","unit of length","miles",33,9,2,6.642,0.150557061,150.5570611,0.1699,"miles",7,3.65,0.079857154,0.265353223,1.5,1,1899.92,1.80805
"1868","unit of length","millimetre",51,38,2,2.723,0.367242012,367.2420125,-0.13091,"millimeter",11,1.11,0.037919683,0.429993496,NA,4,1899.92,1.80805
"1869","unit of length","centimetres",30,30,2,1.681,0.594883998,594.8839976,-0.63675,"centimeter",7,1.04,0.021424625,0.343643689,NA,4,1899.92,1.80805
"1870","unit of length","metre",78,9,2,4.709,0.212359312,212.359312,0.68148,"meter",12,1.18,0.024127983,0.294043233,NA,2,1899.92,1.80805
"1871","unit of length","metre",75,8,2,2.748,0.363901019,363.9010189,-0.15271,"meter",12,1.18,0.024127983,0.294043233,NA,2,1899.92,1.80805
"1872","unit of length","metre",54,1,2,2.004,0.499001996,499.001996,-0.81214,"meter",12,1.18,0.024127983,0.294043233,NA,2,1899.92,1.80805
"1873","unit of length","metre",63,29,2,3.656,0.273522976,273.5229759,0.26101,"meter",12,1.18,0.024127983,0.294043233,NA,2,1899.92,1.80805
"1874","unit of length","millimetre",18,4,2,3.125,0.32,320,-0.44138,"millimeter",11,1.11,0.037919683,0.429993496,NA,4,1899.92,1.80805
"1875","unit of time","hours",25,36,3,2.429,0.411692054,411.6920543,-0.43948,"hour",16,4.04,0.049962725,0.192218857,1.4,1,1772.04,1.80805
"1876","unit of time","hour",28,32,3,3.39,0.294985251,294.9852507,0.20834,"hour",5,3.92,0.049962725,0.21715096,1,1,1772.04,1.80805
"1877","unit of time","hour",55,1,3,2.314,0.432152118,432.1521175,-0.51009,"hour",5,3.92,0.049962725,0.21715096,1,1,1772.04,1.80805
"1878","unit of time","minutes",49,19,3,2.364,0.423011844,423.0118443,-0.28861,"minute",14,4.14,0.082367747,0.180410892,1.95,2,1772.04,1.80805
"1879","unit of time","minutes",22,18,3,2.137,0.467945718,467.9457183,-0.01644,"minute",14,4.14,0.082367747,0.180410892,1.95,2,1772.04,1.80805
"1880","unit of time","seconds",70,7,3,1.92,0.520833333,520.8333333,-0.39045,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1881","unit of time","seconds",46,1,3,2.388,0.418760469,418.760469,-0.34982,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1882","unit of time","seconds",37,36,3,4.543,0.220118864,220.1188642,0.14288,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1883","unit of time","seconds",19,8,3,3.15,0.317460317,317.4603175,-0.116,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1884","unit of time","seconds",43,22,3,3.725,0.268456376,268.4563758,-0.26834,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1885","unit of time","millisecond",61,32,3,3.358,0.297796307,297.7963073,0.01914,"millisecond",4,NA,0.130451914,0.75214679,NA,NA,1772.04,1.80805
"1886","unit of time","hours",52,34,3,2.644,0.378214826,378.214826,-0.61377,"hour",16,4.04,0.049962725,0.192218857,1.4,1,1772.04,1.80805
"1887","unit of time","seconds",64,6,3,4.9,0.204081633,204.0816327,1.3102,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1888","unit of time","seconds",58,20,3,2.966,0.337154417,337.1544167,0.48875,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1889","unit of time","seconds",76,35,3,1.893,0.528262018,528.262018,-0.61603,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1890","unit of time","seconds",79,7,3,4.272,0.234082397,234.082397,0.15069,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1891","unit of time","seconds",31,15,3,4.9,0.204081633,204.0816327,0.61778,"second",16,3.56,0.059113771,0.254857188,2.45,2,1772.04,1.80805
"1892","unit of weight","kilogram",32,26,1,2.539,0.393855849,393.8558488,-0.04332,"kilogram",14,0.6,0.065501067,0.49241257,3.35,3,1785.95,1.80805
"1893","unit of weight","pounds",74,27,1,2.927,0.341646737,341.6467373,0.42233,"pound",7,3.2,0.122848349,0.230477508,1.7,1,1785.95,1.80805
"1894","unit of weight","pound",56,9,1,1.942,0.514933059,514.9330587,-0.34635,"pound",8,2.85,0.122848349,0.24319179,1.4,1,1785.95,1.80805
"1895","unit of weight","gram",35,29,1,1.582,0.632111252,632.1112516,-0.74616,"gram",10,2.12,0.136747644,0.466501087,1.3,1,1785.95,1.80805
"1896","unit of weight","kilogram",29,8,1,3.456,0.289351852,289.3518519,0.2104,"kilogram",14,0.6,0.065501067,0.49241257,3.35,3,1785.95,1.80805
"1897","unit of weight","pounds",62,6,1,2.077,0.481463649,481.4636495,-0.53175,"pound",7,3.2,0.122848349,0.230477508,1.7,1,1785.95,1.80805
"1898","unit of weight","kilogram",71,13,1,2.702,0.370096225,370.096225,-0.15425,"kilogram",14,0.6,0.065501067,0.49241257,3.35,3,1785.95,1.80805
"1899","unit of weight","gram",68,36,1,2.946,0.339443313,339.443313,-0.70679,"gram",10,2.12,0.136747644,0.466501087,1.3,1,1785.95,1.80805
"1900","unit of weight","kilograms",17,35,1,5.48,0.182481752,182.4817518,0.55224,"kilogram",5,0.78,0.065501067,0.413002091,NA,3,1785.95,1.80805
"1901","unit of weight","kilogram",23,4,1,1.93,0.518134715,518.134715,-0.5038,"kilogram",14,0.6,0.065501067,0.49241257,3.35,3,1785.95,1.80805
"1902","unit of weight","ton",20,5,1,2.406,0.415627598,415.6275977,-0.22306,"ton",9,2.58,0.020203771,0.348298128,1,1,1785.95,1.80805
"1903","unit of weight","kilograms",44,17,1,4.537,0.220409963,220.4099625,-0.15746,"kilogram",5,0.78,0.065501067,0.413002091,NA,3,1785.95,1.80805
"1904","unit of weight","kilogram",26,33,1,2.248,0.444839858,444.8398577,-0.61546,"kilogram",14,0.6,0.065501067,0.49241257,3.35,3,1785.95,1.80805
"1905","unit of weight","grams",77,4,1,2.657,0.376364321,376.3643207,-0.19198,"gram",3,2.58,0.136747644,0.427123124,1.75,1,1785.95,1.80805
"1906","unit of weight","kilogram",53,16,1,2.614,0.382555471,382.5554705,-0.16952,"kilogram",14,0.6,0.065501067,0.49241257,3.35,3,1785.95,1.80805
"1907","unit of weight","kilogram",59,21,1,1.743,0.573723465,573.7234653,-0.89896,"kilogram",14,0.6,0.065501067,0.49241257,3.35,3,1785.95,1.80805
"1908","unit of weight","stone",47,23,1,2.91,0.343642612,343.6426117,-0.6377,"stone",9,3.32,0.138092785,0.241952967,1.15,1,1785.95,1.80805
"1909","unit of weight","milligram",65,32,1,4.303,0.232396003,232.3960028,0.5464,"milligram",3,1.46,0.112808815,0.683953415,3.4,3,1785.95,1.80805
